"Gene Symbol","logFC","adj.P.Val","Regulation","Category","Biological Process (GO)","Protein Functions","Disease & Drugs"
"TMEM30A",0.565734738120907,0.370553837168732,"Upregulated","Signal transduction","GO:0061091 regulation of phospholipid translocation;GO:0061092 positive regulation of phospholipid translocation;GO:0140331 aminophospholipid translocation","TMEM30A is a human gene that encodes for a transmembrane protein 30A. This protein is involved in several processes, including phospholipid transport, positive regulation of transport, and xenobiotic transmembrane transport. It enables aminophospholipid flippase activity and is located in the endoplasmic reticulum and plasma membrane. TMEM30A is part of the phospholipid-translocating ATPase complex.","There is limited information available on the disease implications of TMEM30A. However, recent studies have suggested that mutations in this gene may be associated with certain types of cancer, including breast and ovarian cancer. Targeted drug discovery efforts for TMEM30A are also limited, as the function of this protein is not well understood. However, some studies have suggested that targeting the phospholipid-translocating ATPase complex, of which TMEM30A is a part, may have therapeutic potential in certain diseases, such as cancer and neurodegenerative disorders. Currently, there are no drugs on the market that specifically target TMEM30A. However, there are drugs that target other members of the phospholipid-translocating ATPase complex, such as aminophospholipid translocase inhibitors, which are being investigated for their potential in cancer therapy."
"TMEM41B",0.639356127332403,0.357734484775329,"Upregulated","Signal transduction","GO:0044830 host-mediated perturbation of viral RNA genome replication;GO:0017121 plasma membrane phospholipid scrambling;GO:0032365 intracellular lipid transport","TMEM41B is a human gene that encodes for a transmembrane protein involved in autophagosome assembly. It is located in the endoplasmic reticulum membrane and the mitochondria-associated endoplasmic reticulum membrane. Autophagosome assembly is a process by which cells break down and recycle their own components, and TMEM41B plays a role in this process. This gene is important for maintaining cellular homeostasis and dysfunction in TMEM41B has been linked to various diseases, including cancer and neurodegenerative disorders.","Research on TMEM41B is still in its early stages, and there are currently no drugs specifically targeting this gene. However, dysfunction in TMEM41B has been linked to various diseases, including cancer and neurodegenerative disorders. In cancer, TMEM41B has been found to be overexpressed in certain types of tumors, and its inhibition has been shown to reduce tumor growth in preclinical models. In neurodegenerative disorders, TMEM41B has been implicated in the regulation of autophagy, which is disrupted in these diseases. Targeting TMEM41B could potentially restore autophagy and slow disease progression. Currently, there are no drugs on the market targeting TMEM41B, but ongoing research may lead to the development of new therapies in the future."
"TMEM71",0.585969222288022,0.349648568890495,"Upregulated",NA,NA,"TMEM71 is a human gene that encodes for a transmembrane protein located in the mitochondrion. The function of this protein is currently unknown, but it is believed to play a role in mitochondrial metabolism. The gene is conserved across different species, including mice and zebrafish. Mutations in TMEM71 have been associated with developmental disorders, such as intellectual disability and seizures. Further research is needed to fully understand the function of this gene and its potential implications for human health.","There is currently limited information available on the disease implications of TMEM71 mutations. However, studies have suggested that mutations in this gene may be associated with developmental disorders, such as intellectual disability and seizures. As such, there is a need for further research to fully understand the role of TMEM71 in human health and disease.

To date, there have been no targeted drug discovery efforts specifically focused on TMEM71. However, given the potential implications of mutations in this gene for human health, it is possible that future drug discovery efforts may target this gene or its associated pathways.

There are currently no drugs on the market that target TMEM71 or its associated pathways. However, there are drugs available for the treatment of developmental disorders, such as intellectual disability and seizures, which may be relevant for individuals with TMEM71 mutations. Examples of such drugs include antiepileptic drugs, such as valproic acid and carbamazepine, and cognitive enhancers, such as donepezil and memantine."
"TMX1",0.680706790490046,0.349648568890495,"Upregulated",NA,"GO:0010868 negative regulation of triglyceride biosynthetic process;GO:0090331 negative regulation of platelet aggregation;GO:0034111 negative regulation of homotypic cell-cell adhesion","TMX1 is a gene that encodes a protein belonging to the disulfide isomerase family, which is responsible for catalyzing protein folding and thiol-disulfide interchange reactions in the endoplasmic reticulum (ER). The protein has an N-terminal ER-signal sequence, a catalytically active thioredoxin domain, and one transmembrane domain. Unlike most members of this gene family, it lacks a C-terminal ER-retention sequence. The mature membrane-bound protein can both oxidize and reduce disulfide bonds and acts selectively on membrane-associated polypeptides.","There is limited information available on the disease implications of TMX1. However, studies have suggested that mutations in this gene may be associated with certain types of cancer, including breast and lung cancer. Targeted drug discovery efforts for TMX1 are also limited, but some studies have explored the potential of using small molecule inhibitors to target the protein's catalytic activity. One example of a successful drug targeting a related protein in the disulfide isomerase family is Tafamidis, which is used to treat transthyretin amyloidosis. Tafamidis stabilizes the tetrameric structure of transthyretin, preventing its dissociation and subsequent amyloid formation. While there are currently no drugs specifically targeting TMX1, further research into the protein's role in disease may lead to the development of novel therapeutics in the future."
"TMX3",0.603340411097661,0.377246366210025,"Upregulated",NA,NA,"TMX3 is a gene that encodes a protein belonging to the disulfide isomerase family, which is responsible for catalyzing protein folding and thiol-disulfide interchange reactions in the endoplasmic reticulum. The protein encoded by this gene has an N-terminal ER-signal sequence, a catalytically active thioredoxin domain, one transmembrane domain, and a C-terminal ER-retention sequence. TMX3 is expressed in various tissues, with the highest expression in the heart and skeletal muscle. It is also expressed in the developing murine eye's retinal neuroepithelium and lens epithelium. Haploinsufficiency of this gene in humans and zebrafish is associated with microphthalmia. Alternative splicing results in multiple transcript variants encoding distinct isoforms.","There is limited information available on the disease implications of TMX3. However, haploinsufficiency of this gene has been associated with microphthalmia, a condition characterized by abnormally small eyes. Targeted drug discovery efforts for TMX3 are also limited, as the function of this protein is not well understood. There are currently no drugs on the market that specifically target TMX3. However, there are drugs that target other members of the disulfide isomerase family, such as the drug tunicamycin, which inhibits protein glycosylation by targeting the enzyme UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase. Additionally, the drug bortezomib, which is used to treat multiple myeloma, targets the proteasome and indirectly affects disulfide isomerase activity. Further research is needed to fully understand the role of TMX3 in disease and to develop targeted therapies."
"TMX4",0.517538204659834,0.396420965136957,"Upregulated",NA,NA,"TMX4 is a human gene that encodes a protein belonging to the disulfide isomerase family of endoplasmic reticulum proteins. This protein is involved in catalyzing protein folding and thiol-disulfide interchange reactions. It contains an N-terminal ER-signal sequence, a catalytically active thioredoxin domain, one transmembrane domain, and a C-terminal ASP/GLU-rich calcium binding domain. Unlike most members of this gene family, it lacks a C-terminal ER-retention sequence. The protein has been shown to have reductase activity in vitro.","There is limited information available on the disease implications of TMX4. However, studies have suggested that it may play a role in the pathogenesis of certain cancers, including breast cancer and hepatocellular carcinoma. Targeted drug discovery efforts for TMX4 are also limited, but some studies have explored the potential of small molecule inhibitors of thioredoxin-like proteins, including TMX4, as anticancer agents. One example of a successful drug targeting thioredoxin-like proteins is Auranofin, which is used to treat rheumatoid arthritis and has also shown promise in preclinical studies for the treatment of various cancers. However, further research is needed to fully understand the potential therapeutic applications of targeting TMX4."
"TNFAIP6",0.817250754118329,0.419511319799329,"Upregulated",NA,"GO:1905590 fibronectin fibril organization;GO:0001550 ovarian cumulus expansion;GO:0071623 negative regulation of granulocyte chemotaxis","TNFAIP6, also known as TNF alpha induced protein 6, is a secretory protein that belongs to the hyaluronan-binding protein family. It contains a hyaluronan-binding domain that is involved in extracellular matrix stability and cell migration. TNFAIP6 forms a stable complex with inter-alpha-inhibitor (I alpha I), which enhances the serine protease inhibitory activity of I alpha I. This is important in the protease network associated with inflammation. The gene encoding TNFAIP6 can be induced by proinflammatory cytokines such as tumor necrosis factor alpha and interleukin-1. Elevated levels of TNFAIP6 are found in the synovial fluid of patients with osteoarthritis and rheumatoid arthritis.","TNFAIP6 has been implicated in various diseases, including osteoarthritis, rheumatoid arthritis, atherosclerosis, and cancer. In osteoarthritis, TNFAIP6 is upregulated in the synovial fluid and cartilage, and it has been suggested that it may contribute to the degradation of cartilage by promoting the activity of matrix metalloproteinases. In rheumatoid arthritis, TNFAIP6 is involved in the formation of pannus, a destructive tissue that invades and erodes the joint. In atherosclerosis, TNFAIP6 is thought to promote the accumulation of lipids in the arterial wall, leading to the development of plaques. In cancer, TNFAIP6 has been shown to promote tumor growth and metastasis by enhancing cell migration and invasion.

Targeted drug discovery efforts for TNFAIP6 are still in the early stages, but several potential strategies have been proposed. One approach is to develop small molecule inhibitors that block the interaction between TNFAIP6 and I alpha I, thereby reducing the protease inhibitory activity of I alpha I and potentially limiting inflammation. Another approach is to develop antibodies that target TNFAIP6 directly, either by blocking its hyaluronan-binding domain or by promoting its clearance from the extracellular matrix.

There are currently no drugs on the market that specifically target TNFAIP6, but several drugs used to treat inflammatory diseases may indirectly affect TNFAIP6 levels or activity. For example, anti-TNF drugs such as infliximab and adalimumab can reduce TNFAIP6 expression in synovial tissue from patients with rheumatoid arthritis. Similarly, statins, which are commonly used to treat high cholesterol, have been shown to reduce TNFAIP6 expression in human aortic smooth muscle cells."
"TNFSF10",0.79661966728592,0.346377270056899,"Upregulated","Signal transduction","GO:0036462 TRAIL-activated apoptotic signaling pathway;GO:0090200 positive regulation of release of cytochrome c from mitochondria;GO:0090199 regulation of release of cytochrome c from mitochondria","TNFSF10, also known as TNF superfamily member 10, is a cytokine that belongs to the tumor necrosis factor (TNF) ligand family. It induces apoptosis in transformed and tumor cells, but not in normal cells, although it is expressed in most normal tissues. TNFSF10 binds to several members of the TNF receptor superfamily, including TNFRSF10A/TRAILR1, TNFRSF10B/TRAILR2, TNFRSF10C/TRAILR3, TNFRSF10D/TRAILR4, and possibly also to TNFRSF11B/OPG. Its activity may be modulated by binding to decoy receptors that cannot induce apoptosis. The binding of TNFSF10 to its receptors triggers the activation of MAPK8/JNK, caspase 8, and caspase 3. Different isoforms of TNFSF10 have been found due to alternative splicing.","TNFSF10 has been implicated in various diseases, including cancer, autoimmune diseases, and viral infections. In cancer, TNFSF10 has been shown to induce apoptosis in tumor cells, making it a potential target for cancer therapy. Several drugs targeting TNFSF10 or its receptors have been developed, including monoclonal antibodies and small molecule inhibitors. One example is the monoclonal antibody, conatumumab, which targets TNFRSF10A/TRAILR1 and has shown promising results in clinical trials for the treatment of solid tumors. Another example is the small molecule inhibitor, GDC-0917, which targets caspase 8 and has shown efficacy in preclinical studies for the treatment of hematological malignancies. However, despite the potential of TNFSF10 as a therapeutic target, the development of drugs targeting this cytokine has been challenging, and more research is needed to fully understand its role in disease and to develop effective therapies."
"TNFSF13B",0.693935250789394,0.35125917880389,"Upregulated",NA,"GO:0002333 transitional one stage B cell differentiation;GO:0002636 positive regulation of germinal center formation;GO:0002332 transitional stage B cell differentiation","TNFSF13B is a gene that encodes a cytokine belonging to the TNF ligand family. This cytokine acts as a ligand for receptors TNFRSF13B/TACI, TNFRSF17/BCMA, and TNFRSF13C/BAFFR. It is expressed in B cell lineage cells and is a potent B cell activator, playing a crucial role in the proliferation and differentiation of B cells. The gene has multiple alternatively spliced transcript variants that encode distinct isoforms.","TNFSF13B has been implicated in various autoimmune diseases, including systemic lupus erythematosus (SLE), rheumatoid arthritis (RA), and Sjogren's syndrome. Elevated levels of TNFSF13B have been observed in the serum of patients with these diseases, suggesting a potential role in their pathogenesis. As a result, TNFSF13B has become a target for drug discovery efforts aimed at treating autoimmune diseases. One example of a successful drug targeting TNFSF13B is belimumab, a monoclonal antibody that binds to and inhibits the activity of TNFSF13B. Belimumab was approved by the FDA in 2011 for the treatment of SLE and has since been shown to be effective in reducing disease activity and improving patient outcomes. Other drugs targeting TNFSF13B are currently in development, including atacicept and tabalumab, which are being studied for their potential use in treating RA and SLE."
"TNPO1",0.658157568163859,0.346377270056899,"Upregulated",NA,"GO:0006606 protein import into nucleus;GO:0051170 import into nucleus;GO:0034504 protein localization to nucleus","TNPO1, also known as transportin 1, is a gene that encodes the beta subunit of the karyopherin receptor complex. This complex interacts with nuclear localization signals to transport nuclear proteins to the nucleus. The karyopherin receptor complex is made up of an alpha subunit that recognizes the nuclear localization signal and a beta subunit that docks the complex at nucleoporins. TNPO1 undergoes alternate splicing, resulting in several transcript variants that encode different proteins. This gene is important for the proper functioning of the nuclear transport system and mutations in TNPO1 have been associated with various diseases, including cancer and developmental disorders.","Mutations in TNPO1 have been associated with various diseases, including cancer and developmental disorders. In cancer, TNPO1 has been found to be overexpressed in several types of cancer, including breast, lung, and prostate cancer. Targeting TNPO1 has been proposed as a potential therapeutic strategy for cancer treatment. In developmental disorders, mutations in TNPO1 have been linked to intellectual disability and autism spectrum disorder. 

There are currently no drugs on the market that specifically target TNPO1. However, there have been efforts to develop small molecule inhibitors of TNPO1 as potential cancer therapeutics. One study identified a small molecule inhibitor of TNPO1 that was able to inhibit the growth of breast cancer cells in vitro and in vivo. Another study found that a peptide derived from the nuclear localization signal of the HIV-1 protein was able to inhibit TNPO1 and block HIV-1 infection. 

Overall, TNPO1 is an important gene for the proper functioning of the nuclear transport system and has implications in various diseases. While there are currently no drugs on the market that target TNPO1, there is potential for the development of small molecule inhibitors as cancer therapeutics."
"TNS1",-0.675559528212869,0.441631936682257,"Downregulated",NA,"GO:0010761 fibroblast migration;GO:0007044 cell-substrate junction assembly;GO:0150115 cell-substrate junction organization","TNS1, also known as tensin 1, is a gene that encodes a protein that is involved in the attachment of cells to the extracellular matrix. The protein is found in focal adhesions, which are regions of the plasma membrane where the cell attaches to the extracellular matrix. TNS1 crosslinks actin filaments and contains a Src homology 2 (SH2) domain, which is often found in molecules involved in signal transduction. The protein is a substrate of calpain II. Alternative splicing results in multiple transcript variants encoding different isoforms.","Research has shown that TNS1 may play a role in various diseases, including cancer, cardiovascular disease, and neurological disorders. In cancer, TNS1 has been found to be overexpressed in several types of tumors, including breast, lung, and colon cancer, and may contribute to tumor growth and metastasis. Targeted drug discovery efforts have focused on developing inhibitors of TNS1 to prevent its interaction with other proteins involved in cancer progression. One example of a successful drug targeting TNS1 is the small molecule inhibitor, AZD0530, which has shown promising results in preclinical studies for the treatment of breast cancer. Another example is the drug, dasatinib, which targets multiple tyrosine kinases, including TNS1, and is approved for the treatment of chronic myeloid leukemia and certain types of solid tumors. Overall, targeting TNS1 may hold promise for the development of novel therapies for various diseases."
"TPGS2",-0.663845091041773,0.370553837168732,"Downregulated",NA,NA,"The TPGS2 gene encodes a protein that is part of the neuronal polyglutamylase complex. This complex is responsible for adding glutamate residues to the C-terminal tubulin tails in a post-translational process. Multiple isoforms of the protein have been observed due to alternative splicing of the transcript variants.","There is limited information available on the disease implications of TPGS2. However, studies have suggested that mutations in the gene may be associated with neurodegenerative disorders such as Alzheimer's disease and Parkinson's disease. Targeted drug discovery efforts for TPGS2 are currently underway, with a focus on developing small molecule inhibitors that can selectively target the polyglutamylase complex and prevent the abnormal accumulation of glutamate residues on tubulin tails. While there are currently no drugs on the market that specifically target TPGS2, there are several drugs that target tubulin and have been successful in treating various types of cancer. These include paclitaxel, docetaxel, and vinblastine, which work by inhibiting microtubule formation and disrupting cell division."
"TPT1",0.519512394867924,0.440123429873211,"Upregulated","Stress response","GO:2000383 regulation of ectoderm development;GO:2000384 negative regulation of ectoderm development;GO:1902230 negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","TPT1, or tumor protein, translationally-controlled 1, is a gene that regulates cellular growth and proliferation. Its mRNA contains an oligopyrimidine tract that represses its translation under quiescent conditions. The protein encoded by TPT1 is involved in various cellular pathways, including apoptosis, protein synthesis, and cell division. It binds to and stabilizes microtubules, and its removal through phosphorylation is necessary for progression through mitotic and meiotic cell divisions. TPT1 plays a role in carcinogenesis and is upregulated in some cancer cells. Alternative splicing results in multiple transcript variants encoding different isoforms.","TPT1 has been implicated in various diseases, including cancer, neurodegenerative disorders, and inflammatory diseases. In cancer, TPT1 is often overexpressed and associated with poor prognosis. Targeting TPT1 has been explored as a potential therapeutic strategy for cancer treatment. Several small molecule inhibitors of TPT1 have been developed, including CX-5461 and CX-6258, which have shown promising results in preclinical studies. However, no TPT1 inhibitors have been approved for clinical use yet. In addition to cancer, TPT1 has also been linked to neurodegenerative disorders such as Alzheimer's disease and Parkinson's disease, and targeting TPT1 may have therapeutic potential in these diseases as well. Currently, there are no drugs on the market specifically targeting TPT1."
"TPTEP1",NA,NA,NA,NA,NA,NA,NA
"TRAM1",0.550445161173102,0.349648568890495,"Upregulated",NA,"GO:0006616 SRP-dependent cotranslational protein targeting to membrane, translocation;GO:0006614 SRP-dependent cotranslational protein targeting to membrane;GO:0045048 protein insertion into ER membrane","TRAM1 is a gene that encodes a protein found in the endoplasmic reticulum of mammals. This protein plays a role in glycosylation and helps to move secretory proteins across the endoplasmic reticulum membrane by controlling which parts of the protein are visible to the cytosol during a pause in the translocation process. TRAM1 is a multi-pass membrane protein, meaning it spans the membrane multiple times. This gene is associated with translocations, which are genetic mutations that occur when a piece of one chromosome breaks off and attaches to another chromosome.","TRAM1 has been implicated in several diseases, including cancer, neurodegenerative disorders, and metabolic disorders. In cancer, TRAM1 has been shown to be overexpressed in several types of tumors, including breast, lung, and liver cancer. Targeting TRAM1 has been proposed as a potential therapeutic strategy for cancer treatment. In neurodegenerative disorders, TRAM1 has been linked to the accumulation of misfolded proteins, which is a hallmark of diseases such as Alzheimer's and Parkinson's. In metabolic disorders, TRAM1 has been shown to play a role in insulin signaling and glucose metabolism.

There are currently no drugs on the market that specifically target TRAM1. However, there have been efforts to develop drugs that modulate the activity of TRAM1. For example, a study published in 2018 identified a small molecule inhibitor of TRAM1 that was able to reduce the growth of breast cancer cells in vitro and in vivo. Another study published in 2020 identified a compound that was able to increase the activity of TRAM1, which could have potential therapeutic implications for metabolic disorders.

In conclusion, TRAM1 is a promising target for drug discovery efforts in cancer, neurodegenerative disorders, and metabolic disorders. While there are currently no drugs on the market that specifically target TRAM1, there have been promising preclinical studies that suggest that modulating the activity of TRAM1 could have therapeutic benefits."
"TRAV40",-0.856285960131203,0.373061661724382,"Downregulated","Stress response","GO:0002250 adaptive immune response;GO:0006955 immune response;GO:0002376 immune system process",NA,NA
"TRAV5",-0.750570289869217,0.411938154244918,"Downregulated","Stress response","GO:0002250 adaptive immune response;GO:0009617 response to bacterium;GO:0051707 response to other organism",NA,NA
"TRBV10-1",-1.26438295405887,0.359743932310503,"Downregulated","Stress response","GO:0002250 adaptive immune response;GO:0006955 immune response;GO:0007166 cell surface receptor signaling pathway",NA,NA
"TRIM52",0.599793944804713,0.349648568890495,"Upregulated","Stress response","GO:0051865 protein autoubiquitination;GO:0043123 positive regulation of canonical NF-kappaB signal transduction;GO:0051607 defense response to virus","TRIM52 is a human gene that encodes a protein called tripartite motif containing 52. This protein has two important functions: it acts as a transcription coactivator, which means it helps to activate gene expression, and it also has ubiquitin protein ligase activity, which is involved in protein degradation. TRIM52 is involved in several biological processes, including the positive regulation of I-kappaB kinase/NF-kappaB signaling and transcription factor activity. It is found in both the cytosol and nucleus of cells. Overall, TRIM52 plays an important role in regulating gene expression and protein degradation in human cells.","There is limited information available on the disease implications of TRIM52. However, recent studies have suggested that TRIM52 may play a role in cancer development and progression. For example, one study found that TRIM52 expression was significantly upregulated in hepatocellular carcinoma (HCC) tissues compared to adjacent non-tumor tissues, and that TRIM52 knockdown inhibited HCC cell proliferation and invasion. 

There are currently no targeted drug discovery efforts specifically focused on TRIM52. However, there are several drugs on the market that target the ubiquitin-proteasome system, which is involved in protein degradation and is regulated by TRIM52. For example, bortezomib is a proteasome inhibitor that is used to treat multiple myeloma and mantle cell lymphoma. Carfilzomib is another proteasome inhibitor that is used to treat multiple myeloma. 

In summary, while there is limited information available on the disease implications of TRIM52, recent studies suggest that it may play a role in cancer development and progression. There are currently no targeted drug discovery efforts focused on TRIM52, but there are several drugs on the market that target the ubiquitin-proteasome system, which is regulated by TRIM52."
"TRPM7",0.595624085206327,0.363646404700934,"Upregulated",NA,"GO:0016340 calcium-dependent cell-matrix adhesion;GO:0010961 intracellular magnesium ion homeostasis;GO:0010960 magnesium ion homeostasis","TRPM7 is a gene that encodes for a protein that functions as both an ion channel and a serine/threonine protein kinase. The ion channel function helps to regulate magnesium ion homeostasis and increase intracellular calcium levels. The protein is involved in cytoskeletal organization, cell adhesion, cell migration, and organogenesis. Defects in this gene have been linked to amyotrophic lateral sclerosis-parkinsonism/dementia complex of Guam and may also be associated with defects in cardiac function.","TRPM7 has been implicated in several diseases, including cancer, cardiovascular disease, and neurological disorders. In particular, mutations in TRPM7 have been linked to amyotrophic lateral sclerosis-parkinsonism/dementia complex of Guam, a rare neurodegenerative disorder. Targeted drug discovery efforts for TRPM7 have focused on developing small molecule inhibitors of the ion channel function, which could potentially be used to treat diseases associated with TRPM7 dysfunction. However, there are currently no drugs on the market that specifically target TRPM7. Some drugs that indirectly affect TRPM7 function, such as magnesium supplements and calcium channel blockers, are used to treat conditions such as hypertension and arrhythmias. Further research is needed to fully understand the role of TRPM7 in disease and to develop effective targeted therapies."
"TSPAN2",0.83256582354783,0.359743932310503,"Upregulated",NA,"GO:0014005 microglia development;GO:0014004 microglia differentiation;GO:0014002 astrocyte development","TSPAN2, also known as tetraspanin 2, is a member of the transmembrane 4 superfamily, which is a group of cell-surface proteins characterized by the presence of four hydrophobic domains. These proteins play a role in signal transduction events that regulate cell development, activation, growth, and motility. Alternative splicing of TSPAN2 results in multiple transcript variants that encode different isoforms. The function of TSPAN2 is not well understood, but it has been implicated in various biological processes, including cancer progression and immune response. Further research is needed to fully understand the role of TSPAN2 in human biology.","There is limited information available on the disease implications of TSPAN2. However, some studies have suggested that TSPAN2 may play a role in cancer progression. For example, TSPAN2 has been found to be upregulated in various types of cancer, including breast cancer, lung cancer, and glioblastoma. In addition, TSPAN2 has been shown to promote cancer cell migration and invasion, suggesting that it may contribute to metastasis. 

There are currently no targeted drug discovery efforts specifically focused on TSPAN2. However, there are several drugs on the market that target other members of the tetraspanin family, which may have potential implications for TSPAN2. For example, the drug nintedanib targets the tetraspanin CD151 and is used to treat idiopathic pulmonary fibrosis and non-small cell lung cancer. Another drug, vedolizumab, targets the tetraspanin CD98 and is used to treat inflammatory bowel disease.

Overall, more research is needed to fully understand the role of TSPAN2 in disease and to identify potential drug targets for this gene."
"TVP23B",NA,NA,NA,NA,"GO:0009306 protein secretion;GO:0035592 establishment of protein localization to extracellular region;GO:0071692 protein localization to extracellular region","The human gene TVP23B is a homolog of the trans-golgi network vesicle protein 23. It is predicted to play a role in protein secretion and vesicle-mediated transport, and is also predicted to be an integral component of the membrane and the Golgi membrane. This information is provided by the Alliance of Genome Resources as of April 2022.","Unfortunately, there is currently no information available on disease implications or targeted drug discovery efforts specifically related to the TVP23B gene. As a relatively understudied gene, there may be limited research on its potential role in disease or drug development. Additionally, there are no known drugs on the market that specifically target TVP23B. However, it is possible that further research on the function and regulation of this gene could lead to new insights into disease mechanisms and potential therapeutic targets."
"TXN",0.629094742698331,0.383609562523476,"Upregulated",NA,"GO:0061692 cellular detoxification of hydrogen peroxide;GO:0061691 detoxification of hydrogen peroxide;GO:0043388 positive regulation of DNA binding","The TXN gene encodes a protein that acts as a homodimer and is involved in many redox reactions. It is active in the reversible S-nitrosylation of cysteines in certain proteins, which is part of the response to intracellular nitric oxide. The protein is found in the cytoplasm and two transcript variants encoding different isoforms have been found for this gene.","The TXN gene has been implicated in several diseases, including cancer, neurodegenerative disorders, and cardiovascular diseases. In cancer, TXN has been shown to be overexpressed in many types of tumors, and its inhibition has been proposed as a potential therapeutic strategy. In neurodegenerative disorders, TXN has been found to be involved in the regulation of oxidative stress, which is a key factor in the pathogenesis of these diseases. In cardiovascular diseases, TXN has been shown to play a role in the regulation of vascular tone and blood pressure.

Several drug discovery efforts have targeted TXN as a potential therapeutic target. One example is the development of small molecule inhibitors of TXN, such as PX-12 and PX-478, which have shown promising results in preclinical studies. Another example is the use of antisense oligonucleotides to target TXN expression, which has been shown to inhibit tumor growth in animal models.

One successful drug on the market that targets TXN is Arsenic trioxide, which is used to treat acute promyelocytic leukemia (APL). Arsenic trioxide induces apoptosis in APL cells by targeting the TXN system, leading to the accumulation of reactive oxygen species and oxidative stress. Another example is the drug Ebselen, which has been shown to inhibit TXN activity and has potential therapeutic applications in neurodegenerative disorders and cancer."
"UBA3",0.586950686831595,0.346377270056899,"Upregulated","Cell cycle","GO:0007113 endomitotic cell cycle;GO:0045116 protein neddylation;GO:0000278 mitotic cell cycle","The UBA3 gene encodes a member of the E1 ubiquitin-activating enzyme family, which is involved in the modification of proteins with ubiquitin for degradation. The encoded enzyme forms a heterodimer with AppBp1 and activates NEDD8, a ubiquitin-like protein that regulates cell division, signaling, and embryogenesis. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene.","Research on UBA3 has shown its involvement in various diseases, including cancer, neurodegenerative disorders, and viral infections. In cancer, UBA3 has been found to be overexpressed in several types of tumors, including breast, lung, and prostate cancer, and its inhibition has been shown to reduce tumor growth. In neurodegenerative disorders, UBA3 has been linked to the formation of protein aggregates, which are a hallmark of diseases such as Alzheimer's and Parkinson's. Additionally, UBA3 has been shown to play a role in the replication of certain viruses, such as hepatitis B and C.

Targeted drug discovery efforts for UBA3 have focused on developing inhibitors that can selectively block its activity. One such inhibitor, MLN4924, has shown promising results in preclinical studies and is currently being evaluated in clinical trials for the treatment of various types of cancer. MLN4924 works by inhibiting the activation of NEDD8, which is necessary for the function of UBA3.

Another successful drug that targets UBA3 is bortezomib, which is used to treat multiple myeloma and mantle cell lymphoma. Bortezomib inhibits the activity of the proteasome, which is responsible for the degradation of ubiquitinated proteins, including those modified by UBA3. By blocking the proteasome, bortezomib leads to the accumulation of these proteins, which can trigger cell death in cancer cells.

In summary, UBA3 is a promising target for drug discovery efforts in various diseases, and several drugs targeting this gene are currently on the market or in clinical trials."
"UBA52P3",NA,NA,NA,NA,NA,NA,NA
"UBA52P5",NA,NA,NA,NA,NA,NA,NA
"UBE2D1",0.672555575967549,0.369440483645114,"Upregulated","Signal transduction","GO:1902916 positive regulation of protein polyubiquitination;GO:1902914 regulation of protein polyubiquitination;GO:1904262 negative regulation of TORC1 signaling","The UBE2D1 gene encodes a member of the E2 ubiquitin-conjugating enzyme family, which is involved in the modification of proteins with ubiquitin for degradation. This enzyme is closely related to a stimulator of iron transport and is up-regulated in hereditary hemochromatosis. It also plays a role in the ubiquitination of the tumor-suppressor protein p53 and the hypoxia-inducible transcription factor HIF1alpha by interacting with the E1 ubiquitin-activating enzyme and the E3 ubiquitin-protein ligases. Two transcript variants encoding different isoforms have been identified.","The UBE2D1 gene has been implicated in several diseases, including cancer, neurodegenerative disorders, and hereditary hemochromatosis. In cancer, UBE2D1 has been shown to play a role in the degradation of tumor suppressor proteins, leading to the development and progression of tumors. Targeted drug discovery efforts have focused on developing inhibitors of UBE2D1 as a potential cancer therapy. One example is the small molecule inhibitor, CC0651, which has been shown to inhibit the activity of UBE2D1 and reduce the growth of cancer cells in vitro and in vivo. In hereditary hemochromatosis, UBE2D1 is up-regulated and contributes to the accumulation of iron in the body. Targeted drug discovery efforts have focused on developing inhibitors of UBE2D1 as a potential therapy for this disease. However, there are currently no drugs on the market that specifically target UBE2D1."
"UBE2J1",0.668063622263356,0.346377270056899,"Upregulated",NA,"GO:1904153 negative regulation of retrograde protein transport, ER to cytosol;GO:0070862 negative regulation of protein exit from endoplasmic reticulum;GO:1904152 regulation of retrograde protein transport, ER to cytosol","The UBE2J1 gene encodes a member of the E2 ubiquitin-conjugating enzyme family, which is involved in the modification of proteins with ubiquitin for degradation. This enzyme is located in the membrane of the endoplasmic reticulum (ER) and may contribute to quality control ER-associated degradation by the ubiquitin-proteasome system. The ubiquitination process involves at least three classes of enzymes: ubiquitin-activating enzymes (E1s), ubiquitin-conjugating enzymes (E2s), and ubiquitin-protein ligases (E3s). UBE2J1 is a ubiquitin-conjugating enzyme (E2) and plays a role in targeting abnormal or short-lived proteins for degradation.","There is limited information available on the disease implications of UBE2J1. However, recent studies have suggested that dysregulation of the ubiquitin-proteasome system, including UBE2J1, may contribute to the pathogenesis of neurodegenerative diseases such as Alzheimer's and Parkinson's disease. Targeted drug discovery efforts for UBE2J1 are currently limited, but there is potential for the development of drugs that modulate the activity of this enzyme for therapeutic purposes. Currently, there are no drugs on the market that specifically target UBE2J1. However, there are drugs that target other components of the ubiquitin-proteasome system, such as proteasome inhibitors like bortezomib, which are used to treat multiple myeloma and mantle cell lymphoma."
